"","X.3","X.2","X.1","X","org","start","movein","address","status","area","type","residences","women","men","ownership","members","residents","visitprocess","newMember","decisions","leader","leadergroup","fees","income_sharing","labor_req","member_debt","food_current","food_planned","food_local","meals_shared","meals_restrictions","meals_practices","alcohol","tobacco","religion","education","healthcare","source","lon","lat","geoAddress","no_meal_restrictions","vegan","vegetarian","organic","omnivorous","no_gmo","no_restrictions","raw","paleo","opportunivore","kosher"
"305",305,305,305,305,"Finca Paradise",2008,"2011","Casa Blanquilla S/N Vado del Alamo alora, malaga, 29500 Spain ","Forming","1.5 acres","Commune, Spiritual or Religious Community",2,"No Info","No Info","The Community",2,"No Info","Visitor Process: just contact us by email and check if we are at home
","Yes","Decision Making: Consensus (everyone agrees)","Identified Leader: No","Leadership Core Group: No","Dues, Fees, or Shared Expenses: No","Shared Income: Partial share of income","Required Labor Contribution per Week: 0","Open to members with existing debt: No","No Info","No Info","No Info","2-5 times per week","No – people may eat however they wish.","Omnivorous, Paleo, Local, Organic, GMO Free, Vegetarian Only, Mostly Vegetarian, Vegan Only, Mostly Vegan, Raw or Mostly Raw, Kosher","Alcohol Use: Yes, used occasionally.","Tobacco Use: Yes, used occasionally.","Common Spiritual Practice(s): Christian, Rainbow Family","Education Style(s): Home Schooling, Private Schooling at the Community, Private School off the property","Healthcare Options: Up to each family or individual","https://www.ic.org/directory/finca-paradise/",-4.7040515,36.8567683,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"306",306,306,306,306,"Finca Sagrada",2011,"2011","PO Box 1171 Vilcabamba, Loja, 1101 Ecuador ","Established","No Info","Ecovillage ",42,"No Info","No Info","Community controlled land trust",2,"Non-member Residents: 1","Visitor Process: contact Leisha at the “email this community” button at the top of the listing.
","Yes","Decision Making: Consensus (everyone agrees)","Identified Leader: No","No Info","No Info","Shared Income: Partial share of income","Required Labor Contribution per Week: 0","No Info","From 50-75%","No Info","No Info","2-5 times per week","Not at all important – people may eat however they individually choose.","No Info","Alcohol Use: Yes, used seldomly, or ceremoniously.","Tobacco Use: No~ this community does not permit tobacco use.","No Info","No Info","No Info","https://www.ic.org/directory/finca-sagrada/",-79.2218139,-4.2582946,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"307",307,307,307,307,"Findhorn Foundation and Community",1962,"1962","The Park Findhorn Forres, Scotland, IV36 3TZ United Kingdom ","Established","42 hectares","Ecovillage, Spiritual or Religious Community",68,"61-70%","31-40%","Other",130,"Non-member Residents: 300","Visitor Process: By far the best way to visit is to take part in an Experience Week, which take place weekly thoughout the year. 
Experience Week is a doorway into the essence of the community, giving an introduction to our spiritual principles such as inner listening, co-creation with nature and group work. After Experience Week a range of options are possible; ask for our guest programmes brochure or visit our website.
","Yes","Decision Making: By a board, council, group of elders, or leadership group","Identified Leader: Yes","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: No","Shared Income: Partial share of income","Required Labor Contribution per Week: 0","No Info","Up to 25%","From 50-75%","Almost All, around 90%","Approximately all meals","No – people may eat however they wish.","Mostly Vegetarian","Alcohol Use: Yes, used occasionally.","Tobacco Use: Yes, used seldomly, or ceremoniously.","Common Spiritual Practice(s): Inner listening","No Info","No Info","https://www.ic.org/directory/findhorn-foundation-and-community/",-3.5953526,57.6159352,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"308",308,308,308,308,"Finney Farm",1988,"1989","41638 S Skagit Hwy Concrete, Washington, 98237 United States ","Established","105 acres","Ecovillage, Cohousing, Shared Housing, Cohouseholding, or Coliving ",51,"51-60%","31-40%","The entire community membership",8,"Non-member Residents: 3","Visitor Process: Please contact (by mail, email, or phone) in advance and we’ll send you our visitor information.
","Yes","Decision Making: Consensus (everyone agrees)","Identified Leader: No","Leadership Core Group: No","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","Required Labor Contribution per Week: 7","Open to members with existing debt: Yes","From 50-75%","From 50-75%","From 50-75%","2-5 times per week","No – people may eat however they wish.","Local, Organic, GMO Free, Mostly Vegetarian, Mostly Vegan, Gluten-Free","Alcohol Use: Yes, used occasionally.","Tobacco Use: Yes, used seldomly, or ceremoniously.","No Info","Education Style(s): Home Schooling, Private Schooling at the Community, Up to each family or individual","No Info","https://www.ic.org/directory/finney-farm/",-121.8397142,48.5218239,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"309",309,309,309,309,"Fiopa Community/Fiopa Consensus Collective",2013,"2010","13616 Nimshew Road Mahalia, California, 95954 United States ","Forming","40 acres","Commune ",2,"50%","50%","currently renting; seeking land for land trust",2,"No Info","Visitor Process: Email well in advance.
","Yes","Decision Making: Consensus (everyone agrees)","Identified Leader: No","Leadership Core Group: No","Dues, Fees, or Shared Expenses: Yes","Shared Income: All or close to all","Required Labor Contribution per Week: 15","Open to members with existing debt: Yes","0%, or close to 0%","Between 26-49%","Up to 25%","Approximately all dinners","Somewhat – there are some dietary restrictions or customs.","Organic, GMO Free, Vegetarian Only, Mostly Vegan","Alcohol Use: Yes, used seldomly, or ceremoniously.","No Info","No Info","Education Style(s): Home Schooling, Private School off the property, Public Schooling, Up to each family or individual","Healthcare Options: Up to each family or individual","https://www.ic.org/directory/fiopa-communityfiopa-consensus-collective/",-121.626744,39.809111,NA,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"310",310,310,310,310,"Fiori Hill",2015,"2018","734 US 70 Business East Share entrance with “Forest Ridge” then left on Maple Glen Drive Hillsborough, North Carolina, 27278 United States ","Forming","17 acres","Cohousing ",32,"61-70%","41-49%","Individual community member(s)",60,"Non-member Residents: 10","Visitor Process: contact [email protected], first home Jan 2018
","Yes","Decision Making: Voting (majority or super-majority rule)","Identified Leader: No","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","No Info","Open to members with existing debt: Yes","0%, or close to 0%","Up to 25%","Up to 25%","1-3 times per month","No – people may eat however they wish.","No Info","Alcohol Use: Yes, used occasionally.","Tobacco Use: No, this community does not permit tobacco use.","Common Spiritual Practice(s): Not a particularly spiritual or religious Community","Education Style(s): Up to each family or individual","Healthcare Options: Up to each family or individual","https://www.ic.org/directory/fiori-hill/",-78.430762,35.628527,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"311",311,311,311,311,"Five Sixty House",2001,"2001","560 Allen Street Syracuse, New York, 13210 United States   ","Established","No Info","Shared Housing, Cohouseholding, or Coliving, Student Housing or Student Co-Op, Spiritual or Religious Community, Unspecified, or Other",2,"No Info","No Info","An absentee landlord",15,"No Info","Visitor Process: Please send us an email at [email protected], if you would like to visit.
","Yes","Decision Making: Consensus (everyone agrees)","Identified Leader: No","Leadership Core Group: No","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","Required Labor Contribution per Week: 0","Open to members with existing debt: Yes","Up to 25%","No Info","No Info","Approximately all dinners","No Info","Omnivorous ","Alcohol Use: Yes, used occasionally.","Tobacco Use: Yes, used occasionally.","Common Spiritual Practice(s): Eclectic (integrates pieces from many religions)","No Info","No Info","https://www.ic.org/directory/five-sixty-house/",-76.11699,43.041885,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"312",312,312,312,312,"Flagstaff Cohousing",2016,"2020","10885 N. Linda LaneFlagstaff, AZ, Arizona, 86004 United States ","Established","No Info","Cohousing ",0,"No Info","No Info","The entire community membership",7,"No Info","No Info","Yes","Decision Making: Modified Consensus (everyone agrees, with some exceptions or fallbacks.)","Identified Leader: No","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","No Info","Open to members with existing debt: Yes (some debt)","No Info","No Info","No Info","About once a week","No Info","No Info","No Info","No Info","No Info","No Info","Healthcare Options: Up to each family or individual","https://www.ic.org/directory/flagstaff-cohousing/",-111.551873,35.296107,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"313",313,313,313,313,"Flatlanders Inn",2006,"2007","782 Main St. Winnipeg, Manitoba, R2W 3N4  Canada ","Established","No Info","Spiritual or Religious Community",20,"31-40%","51-60%","Winnipeg Centre Vineyard church",20,"No Info","Visitor Process: Please contact us.
","Yes","Decision Making: By a board, council, group of elders, or leadership group","Identified Leader: Yes","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","Required Labor Contribution per Week: 0","Open to members with existing debt: Yes","Up to 25%","No Info","No Info","2-5 times per week","No Info","Omnivorous ","Alcohol Use: No, this community does not permit alcohol use.","Tobacco Use: Yes, used occasionally.","Common Spiritual Practice(s): Christian","Education Style(s): Public Schooling","No Info","https://www.ic.org/directory/flatlanders-inn/",-97.1345242,49.9065521,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"314",314,314,314,314,"Flower Mound Senior Cohousing",2016,"2016","Flower Mound Flower Mound, Texas,  United States ","Forming","No Info","Cohousing ",0,"No Info","No Info","Developer-Owned",50,"No Info","No Info","Yes","Decision Making: Modified Consensus (everyone agrees, with some exceptions or fallbacks.)","Identified Leader: No","Leadership Core Group: No","Dues, Fees, or Shared Expenses: Yes","Shared Income: None","No Info","Open to members with existing debt: Yes","No Info","No Info","No Info","No Info","No – people may eat however they wish.","No Info","Alcohol Use: Yes, used occasionally.","No Info","Common Spiritual Practice(s): Ecumenical (accepts all religions or spiritual practices), Christian, All welcome this is Texas","No Info","No Info","https://www.ic.org/directory/flower-mound-senior-cohousing/",-97.0969552,33.0145673,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"315",315,315,315,315,"Folk Art Guild / East Hill Farm",1965,"1967","1445 Upper Hill Road Middlesex, New York, 14507 United States ","Established","350 acres","Unspecified, or Other",20,"No Info","No Info","The Community",20,"No Info","Visitor Process: Please contact us by email and write a letter about who you are, why you want to come, and your intention for your visit. Go to our website folkartguild.org and click on the “About” link. Read ‘Our Mission’, Our Vision, and ‘In Support of Our Mission.’ In your e-mail respond to this material from where you are in your own life.
","Yes","Decision Making: Modified Consensus (everyone agrees, with some exceptions or fallbacks.)","Identified Leader: No","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: Yes","Shared Income: Partial share of income","Required Labor Contribution per Week: 0","Open to members with existing debt: Yes","No Info","No Info","No Info","Approximately all meals","Somewhat – there are some dietary restrictions or customs.","Omnivorous ","Alcohol Use: Yes, used occasionally.","Tobacco Use: Yes, used seldomly, or ceremoniously.","Common Spiritual Practice(s): Gurdjieff Work","Education Style(s): Public Schooling","No Info","https://www.ic.org/directory/folk-art-guild-east-hill-farm/",-77.2566,42.692901,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"316",316,316,316,316,"Footbridge",2002,"2005","P.O. Box 526 Finland, Minnesota, 55603 United States ","Disbanded","40 acres","Ecovillage ",42,"1-10%","71-80%","Individual community member(s)",4,"No Info","Visitor Process: Contact us
","Yes","Decision Making: Modified Consensus (everyone agrees, with some exceptions or fallbacks.)","Identified Leader: Yes, multiple identified leaders","No Info","Dues, Fees, or Shared Expenses: No","Shared Income: None","No Info","No Info","From 50-75%","100%","No Info","No Info","No Info","Omnivorous ","No Info","Tobacco Use: Yes, used seldomly, or ceremoniously.","No Info","Education Style(s): Home Schooling","No Info","https://www.ic.org/directory/footbridge/",-91.2456715,47.4104396,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"317",317,317,317,317,"Forever MicroRanch: A Community Living Project",2013,"2016","Box 103 Frontier, Saskatchewan, S0N 0W0 Canada ","Forming","15 acres","Ecovillage, Cohousing, Shared Housing, Cohouseholding, or Coliving ",18,"100%","0%","Individual community member(s)",2,"Non-member Residents: 0","Visitor Process: Forever MicroRanch is open to individuals who hold a membership to schedule private tours or member visits. We host a few volunteer events throughout the year, invite members to host workshops onsite or remotely that are open to the public, and host an annual vegan festival in the late summer at The MicroRanch.
","Yes","Decision Making: Consensus (everyone agrees)","Identified Leader: Yes, multiple identified leaders","Leadership Core Group: Yes","Dues, Fees, or Shared Expenses: Yes","Shared Income: Partial share of income","No Info","Open to members with existing debt: Yes (some debt)","0%, or close to 0%","Almost All, around 90%","From 50-75%","2-5 times per week","Yes – we all share a common diet.","Organic, GMO Free, Vegan Only, Raw or Mostly Raw","Alcohol Use: Yes, used occasionally.","Tobacco Use: Yes, used seldomly, or ceremoniously.","Common Spiritual Practice(s): Ecumenical (accepts all religions or spiritual practices), Not a particularly spiritual or religious community","Education Style(s): Up to each family or individual","Healthcare Options: Up to each family or individual","https://www.ic.org/directory/forever-microranch-sanctuary-ecovillage/",-108.5618091,49.204894,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
